Артикул	Номенклатура.Производитель (бренд)	Номенклатура на 6 января 2026 г.	KZ РРЦ	KZ Дилер	%	ALM а 23 февраля 2026 г.	AlmRes	AlmAway	Ast	AstRes	AstAway	Alm2	Msk ст на 26 мая 2025 г.	MskRes	MskAway	Pic	URL	Status	Unnamed: 19	Unnamed: 20	Unnamed: 21	KZ РРЦ.1	KZ Дилер.1	%.1	0	AlmRes.1	AlmAway.1	Ast.1	AstRes.1	AstAway.1	Alm2.1	Msk ст на 26 мая 2025 г..1	MskRes.1	MskAway.1	Pic.1	URL.1	Status.1	Unnamed: 38	Unnamed: 39
Внутреннее Обучение Enterprise 100	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 100 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 1000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 1000 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 1000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 1000 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 150	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 150 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 150	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 150 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 2000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 2000 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 2000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 2000 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 300	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 300 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 300	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 300 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 3000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 3000 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 3000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 3000 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 50	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 50 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 50	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 50 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 500	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 500 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 500	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 500 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Enterprise 5000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 5000 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Enterprise 5000	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Enterprise 5000 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Pro 100	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 100 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Pro 100	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 100 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Pro 150	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 150 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Pro 150	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 150 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Pro 300	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 300 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Pro 300	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 300 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Pro 50	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 50 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Pro 50	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 50 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внешнее Обучение Pro 500	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 500 для внешнего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Внутреннее Обучение Pro 500	МТС Линк	«Линк Курсы» (Платформа). Конфигурация «Pro 500 для внутреннего обучения»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 1000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-1000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 150	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-150»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 2000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-2000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 300	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-300»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 3000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-3000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 500	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-500»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise Total - 5000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise Total-5000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-100	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-100»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-1000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-1000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-150	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-150»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-2000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-2000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-300	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-300»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-3000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-3000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-50	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-50»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-500	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-500»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Enterprise-5000	МТС Линк	МТС Линк (Платформа). Конфигурация «Enterprise-5000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Встречи Basic	МТС Линк	МТС Линк (Платформа). Конфигурация «Встречи Basic»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Вуз-150	МТС Линк	МТС Линк (Платформа). Конфигурация «Вуз-150»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Вуз-2000	МТС Линк	МТС Линк (Платформа). Конфигурация «Вуз-2000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Вуз-300	МТС Линк	МТС Линк (Платформа). Конфигурация «Вуз-300»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Вуз-3000	МТС Линк	МТС Линк (Платформа). Конфигурация «Вуз-3000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Вуз-500	МТС Линк	МТС Линк (Платформа). Конфигурация «Вуз-500»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Вуз-5000	МТС Линк	МТС Линк (Платформа). Конфигурация «Вуз-5000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Маркетинг Optimum 300	МТС Линк	МТС Линк (Платформа). Конфигурация «Маркетинг Optimum 300»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Маркетинг Pro 500	МТС Линк	МТС Линк (Платформа). Конфигурация «Маркетинг Pro 500»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Муниципалитеты 100_2 учетные записи	МТС Линк	МТС Линк (Платформа). Конфигурация «Муниципалитеты 100_2 учетные записи»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Муниципалитеты 150_Total	МТС Линк	МТС Линк (Платформа). Конфигурация «Муниципалитеты 150_Total»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Муниципалитеты 50_1 учетная запись	МТС Линк	МТС Линк (Платформа). Конфигурация «Муниципалитеты 50_1 учетная запись»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Муниципалитеты 50_2 учетных записи	МТС Линк	МТС Линк (Платформа). Конфигурация «Муниципалитеты 50_2 учетных записи»				0	0	0	0.0	0.0	0.0	0	0	0	0			NEW							0	0	0	0.0	0.0	0.0	0	0	0	0			NEW		
Муниципалитеты 50_5 учетных записей	МТС Линк	МТС Линк (Платформа). Конфигурация «Муниципалитеты 50_5 учетных записей»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Школа-500	МТС Линк	МТС Линк (Платформа). Конфигурация «Школа-500»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Линк Доски Pro	МТС Линк	МТС Линк Доски (Платформа). Конфигурация «Линк Доски Pro»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Модули						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Модуль Линк Rooms	МТС Линк	«МТС Линк». Дополнительный модуль «МТС Линк Румз (Rooms)» (12 мес)				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Дополнительный модуль «SIP-коннектор»	МТС Линк	МТС Линк. Дополнительный модуль “SIP-коннектор” (12 мес)				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Расширение «+100 ГБ»	МТС Линк	МТС Линк. Дополнительный модуль (компонент) «Хранилище 100»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Расширение «+1000 ГБ»	МТС Линк	МТС Линк. Дополнительный модуль (компонент) «Хранилище 1000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Расширение «+10000 ГБ»	МТС Линк	МТС Линк. Дополнительный модуль (компонент) «Хранилище 10000»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Расширение «+500 ГБ»	МТС Линк	МТС Линк. Дополнительный модуль (компонент) «Хранилище 500»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Модуль расширения «Total +10 accounts»	МТС Линк	МТС Линк. Лицензия «Enterprise Total: +10 accounts»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Модуль расширения «Total +20 accounts»	МТС Линк	МТС Линк. Лицензия «Enterprise Total: +20 accounts»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Модуль расширения «Total +35 accounts»	МТС Линк	МТС Линк. Лицензия «Enterprise Total: +35 accounts»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Модуль расширения «Total +500 accounts»	МТС Линк	МТС Линк. Лицензия «Enterprise Total: +500 accounts»				0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Панельные компьютеры и мини-ПК						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
Аксессуары			0.0	0.0		0	0	0	0.0	0.0	0.0	0	0	0	0							0.0	0.0		0	0	0	0.0	0.0	0.0	0	0	0	0					
AC-112B	Qbic	Qbic AC-112, Подставка для TD-1050 PRO/TD-1060 Slim, черный	85250.0	72462.5	-15.0	1	0	0	1.0	0.0	0.0	0	4	1	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112/					85250.0	72462.5	-15.0	1	0	0	1.0	0.0	0.0	0	4	1	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112/			
AC-112W	Qbic	Qbic AC-112W, Подставка для TD-1050 PRO/TD-1060 Slim/TD-1070, серебристая	85250.0	72462.5	-15.0	0	0	0	0.0	0.0	0.0	0	4	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112W/					85250.0	72462.5	-15.0	0	0	0	0.0	0.0	0.0	0	4	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112W/			
AC-115	Qbic	Qbic AC-115, Подставка для Luminen 15, черный, 3 позиции	154000.0	130900.0	-15.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112/	NEW				154000.0	130900.0	-15.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112/	NEW		
AC-120	Qbic	Qbic AC-120, Врезное крепление для скрытой установки TD-1050 PRO	412500.0	350625.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ac-120/	EOL				412500.0	350625.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ac-120/	EOL		
AC-121	Qbic	Qbic AC-121, Врезное крепление для скрытой установки TD-1070	326700.0	277695.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ac-121/	Под заказ				326700.0	277695.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ac-121/	Под заказ		
AC-210.Ex	Qbic	Qbic AC-210.Ex, хаб RS-232 для подключения 10 сенсоров/индикаторов занятости	167750.0	142587.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ac-210.ex/	Под заказ				167750.0	142587.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ac-210.ex/	Под заказ		
AC-211	Qbic	Qbic AC-211, Датчик занятости помещения	118250.0	100512.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/as-211/					118250.0	100512.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/as-211/			
AC-212	Qbic	Qbic AC-212, Индикаторная лампа светодиодная	134750.0	114537.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/Qbic_AC_212/	Под заказ				134750.0	114537.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/Qbic_AC_212/	Под заказ		
AC-610	Qbic	Qbic AC-610, Датчик занятости рабочего места для TD-0350	90750.0	77137.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-610/					90750.0	77137.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-610/			
AC-620	Qbic	Qbic AC-620, POE-адаптер для TD-0350, RJ45, USBx2	90750.0	77137.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-620/					90750.0	77137.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-620/			
CB-110	Qbic	Qbic CB-110, Кабель USB на micro USB L-типа, 3 м для TD-0350	13200.0	11220.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-cb-110/					13200.0	11220.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-cb-110/			
MS-1070	Qbic	Qbic MS-1070, настольная подставка TD-1070 с органайзером проводов	99000.0	84150.0	-15.0	0	0	0	0.0	0.0	0.0	0	9	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ms-1070/	NEW				99000.0	84150.0	-15.0	0	0	0	0.0	0.0	0.0	0	9	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ms-1070/	NEW		
MS-2000	Qbic	Qbic MS-2000, монтажное крепление/органайзер для установки TD-1060/TD-1070 на стекло/керамику	181500.0	154275.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ms-2000/	Под заказ				181500.0	154275.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ms-2000/	Под заказ		
X-Bracket	Qbic	Qbic X-Bracket, VESA-крепление алюминиевое 10'' Панельных ПК 75x75 на штатив	35750.0	30387.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112/	NEW				35750.0	30387.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/qbic-ac-112/	NEW		
AT-105/AC-00M	Qbic	Адаптер питания импульсный 12В,1,5А для TD-1050 PRO, TD-1060 Slim	13770.0	11704.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/AT-105_AC-00M/	Под заказ				13770.0	11704.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/AT-105_AC-00M/	Под заказ		
ARDV-18-12-A	Arlight	Блок питания неоригинальный для TD-1060 Slim (12V,1,5A,18W)	10450.0			0	0	0	0.0	0.0	0.0	0	25	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ardv_18_12/					10450.0			0	0	0	0.0	0.0	0.0	0	25	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/ardv_18_12/			
Панельные ПК						0	0	0	0.0	0.0	0.0	0	0	0	0										0	0	0	0.0	0.0	0.0	0	0	0	0					
BDG-100	Qbic	BDG-100 - Адаптер BLE для подключения E-ink дисплеев	74250.0	63112.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/bdg-100/	Под заказ				74250.0	63112.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/aksessuary-dlya-panelnykh-kompyuterov/bdg-100/	Под заказ		
EP-0400	Qbic	EP-0400 - Дисплей e-ink 4.2'', 400x300, 3 цвета: черн, белый, красный, 3 кнопки	90750.0	77137.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/ep-0400/	Под заказ				90750.0	77137.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/ep-0400/	Под заказ		
EP-0700	Qbic	EP-0700 - Дисплей e-ink 7.5'', 800x480, 3 цвета: черн, белый, красный, 3 кнопки	181500.0	154275.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/ep-0700/	Под заказ				181500.0	154275.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/ep-0700/	Под заказ		
Luminen 10M	Qbic	"Luminen 10M, 10"" сенсорная панель Full HD, BT, NFC/RFID, RCC, Android13"	1031250.0	876562.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic_lumen_10M/	NEW				1031250.0	876562.5	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic_lumen_10M/	NEW		
Luminen 15	Qbic	"Luminen 15, 15"" сенсорная панель Full HD, BT, NFC/RFID, RCC, Android12"	1276000.0	1084600.0	-15.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic_lumen_15/	Под заказ				1276000.0	1084600.0	-15.0	0	0	0	0.0	0.0	0.0	0	1	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic_lumen_15/	Под заказ		
TD-0350-BH125	Qbic	"TD-0350, 3,5"" сенсорная панель, BT, NFC/RFID/HID, RCC, черный"	334400.0	284240.0	-15.0	0	0	0	0.0	0.0	0.0	0	6	24	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-0350-bh/	EOL				334400.0	284240.0	-15.0	0	0	0	0.0	0.0	0.0	0	6	24	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-0350-bh/	EOL		
TD-0360-S	Qbic	"TD-0360, 3,6"" сенсорная панель, BT, NFC/RFID, RCC, серебристый"	308000.0	261800.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/TD-0360/	NEW				308000.0	261800.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/TD-0360/	NEW		
TD-1050PRO-B	Qbic	"TD-1050 PRO, 10"" сенсорная панель, BT, NFC/RFID, RCC, черный"	726000.0	617100.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-1050pro-b-/	EOL				726000.0	617100.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-1050pro-b-/	EOL		
TD-1060 Slim	Qbic	"TD-1060 Slim, 10"" сенсорная панель, BT, RCC, черный"	533500.0	453475.0	-15.0	1	0	0	0.0	0.0	0.0	0	21	12	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-1060-slim/					533500.0	453475.0	-15.0	1	0	0	0.0	0.0	0.0	0	21	12	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-1060-slim/			
TD-1070-BH	Qbic	"TD-1070, 10"" сенсорная панель Full HD, BT, NFC/HID/RFID, RCC, Android11"	1034000.0	878900.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-1070/	Под заказ				1034000.0	878900.0	-15.0	0	0	0	0.0	0.0	0.0	0	0	0	0		https://ipmatika.kz/products/panelnye-kompyutery/qbic-td-1070/	Под заказ		
